pm25,humidity
4.5,46.5
4.3,48.4
6.4,55.4
14.1,48.7
7.5,45.1
7.8,46.9
6.5,39.8
6.1,27.6
9.7,27
11.3,21.6
5,30.3
6.2,28.3
6.7,24
9.1,24.5
13.1,21.9
6.8,20.9
6.5,24
6.4,37.3
18,35
12.6,30.6
8.5,38.6
6,54.1
6.6,48.7
8.3,43.4
5.2,49.9
6.1,55.3
5.4,28.1
5.2,27.5
6.9,32.4
9,43.8
6.3,38.9
7.1,19.3
8.4,19.1
5.6,20
4.9,41.6
6.1,38.6
4.1,25.8
7,23.6
5.5,44.3
6.5,29.8
9.2,20.3
10.6,41.3
6.3,47.2
6,29.7
8.1,17.9
6.7,16.1
6.1,14.4
5.8,17.3
10.8,47.1
10.1,45.3
8.4,46.3
10.6,49.3
5,47.3
7.8,47.1
9,49.2
6.9,53.9
8.2,84.3
8.4,72.9
8.9,73.4
7,68
4.7,48.9
5.3,41.4
5.8,30.6
5.1,28
6.2,25.3
6.5,33
13.5,36
13.8,41
13,34
13.1,34.8
19.6,35.6
17.4,60.1
7,62.8
6.1,56.1
6.1,52.5
4.5,63.1
5.2,51.9
6.5,37
13.6,32.4
3.9,39.6
6.8,69.2
3.7,50
5.6,39
10.5,40.5
7.7,33
5.2,22.4
5.2,27.3
3.3,22.7
4.2,39.9
5.9,33
11.1,27
7.9,24.6
7.9,21.4
13.9,20.1
8.2,51.6
4.8,54.4
3.5,37.3
3.4,36.8
2.3,33.1
4.7,61.4
2.9,60.7
6.1,43.9
10.8,41.6
7.9,34.2
4.5,35.8
3.3,40.7
4.3,30.4
5.3,24.9
4.7,30.2
5.7,31.1
5.3,22.4
9.7,20.9
4.7,28.2
4,58.8
3.2,64.3
4.7,34.5
4.7,30.8
6,27.6
5.6,25.5
4.4,58
4,74.5
8.7,71.7
16.7,59.3
8.5,46.8
5.8,36.9
3.2,25.9
3.9,24.1
6.8,37.3
7.5,49.1
7.7,54.9
5.2,54.2
7.9,46.7
4.8,41
3.7,40.2
4.9,26.6
4.3,24.5
4.1,20
6.2,18.5
7,17.1
5.3,27.9
3.3,32.5
5.1,28.7
9.1,27.4
11.2,23.2
10.2,27.4
13.7,25.9
13.1,23.5
20.4,21
11.2,51.6
4.1,53.4
4.4,37.2
6.9,24.9
10.9,33.8
7.5,30.6
4.3,32.9
4.8,27.2
8.7,16.7
7,14.1
14.7,14.6
4.9,17.3
6.6,26.7
12.4,22.4
7.3,30.8
5.9,38.7
7.3,42.9
18.2,32.9
6,28.9
2.9,22.7
8.8,22
7.7,23.4
9.2,20.7
12,20.2
14.6,20.5
9.4,38.1
3.4,52.7
5.8,53.8
6.8,40.8
5.3,28.7
6.1,17.6
7.1,15
10.4,15.6
9.2,18.6
10.9,15.1
8.9,34.6
8,67.1
5.6,75.9
7.6,65.4
8.5,50.3
8.8,47.7
3.2,43.4
4.3,61.5
3.6,43.9
3.5,20.2
7.7,38.8
4.3,31.9
4.4,26.2
4,27.4
6.3,26
3.9,21.3
2.4,26.9
2.6,21.1
4.5,19.4
5.4,13
3.9,12
4.5,13.5
4.2,13.6
5.9,18.2
7,24
5,35.9
5.7,65.1
11.3,67.5
12.5,71.3
4.9,45.7
6.1,58.4
8.9,42.3
11.8,28.8
9.5,15.2
6.1,18
8.8,16.1
6.7,9.3
10.7,10
13.9,21.7
10.7,10
8.7,8.7
